satira,body
0,"Aos colegas, Moraes explicou que reabriu o prazo para a defesa prévia depois que os advogados perderam a data limite para enviar sua manifestação ao tribunal. De acordo com ministro, assim que a defesa se manifestar, o caso será levado novamente ao plenário."
0,"A tatuadora Lia Costa foi até o posto de saúde central de Piracaia, município com cerca de 27 mil habitantes no interior de São Paulo, na manhã desta quarta-feira, 10, acompanhar uma família em situação de vulnerabilidade que precisava de atendimento."
0,"Para incitar um golpe militar no Brasil, uma postagem viral nas redes inventa que o Supremo Tribunal Federal (STF) “já foi fechado uma vez”, durante o período da ditadura militar (1964-1985), porque os ministros supostamente concederam “habeas corpus para criminosos comunistas”. A alegação é falsa, pois a Corte nunca deixou de funcionar, mesmo durante o regime — ainda que os militares tenham ampliado arbitrariamente o número de integrantes, cassado ministros e enfraquecido os poderes da cúpula do Judiciário, entre outros ataques contra a autoridade do órgão."
0,"Em meio ao pior momento da pandemia no País, o ministro Ricardo Lewandowski, do Supremo Tribunal Federal, afirmou que a sociedade espera das autoridades um ‘verdadeiro esforço de guerra’ para a compra de vacinas contra a covid-19. “Isso não é nenhum favor porque a constituição diz que a saúde é um direito de todos e um dever do Estado. E hoje é um dever prioritário”, afirmou o magistrado, que é relator de ações no Supremo que tratam da vacinação contra o novo coronavírus."
0,"O procurador-geral da República, Augusto Aras, encaminhou manifestação ao Supremo Tribunal Federal nesta quarta, 10, informando que tramitam na instituição, para apuração disciplinar, quatro notícias de fato contra o presidente Jair Bolsonaro e ministros do governo federal em razão da defesa da utilização da cloroquina, da azitromicina e da ivermectina no tratamento da covid-19, sem comprovação científica."
0,"Para muitos, pode parecer surreal o momento em que vivemos. A peste levando vidas preciosas. O pânico alarmando grande parte. Outra parcela negacionista, na suicida teimosia de achar que o vírus é só para os outros. Os números crescendo, as mentiras e críticas também. Ódio exacerbado nas redes sociais. Quanta gente a perder tempo para detonar reputações."
0,"O Broadcast Político entrevistará hoje, no Papo com Editor, às 18h30, o governador do Rio Grande do Sul, Eduardo Leite (PSDB). O programa especial será ao vivo e transmitido pelo canal da Agência Estado no Youtube, no perfil da agência no Linkedin, no terminal Broadcast e no portal do Estadão."
0,"É comum nos depararmos com um movimento natural da vida em família que é, diante de um problema, sentimos tensão, polarizamos os pensamentos em certo e errado e não damos chance para a empatia (nossa capacidade de buscar compreender o ponto de vista do outro). Ou seja, atitudes que são geradoras de emoções negativas, como raiva, hostilidade, ciúmes, tristeza e medo; que aumentam a tensão e focam na pessoa, não na atitude causadora do problema."
0,"Art. 109. A prescrição, antes de transitar em julgado a sentença final, salvo o disposto no § 1º do art. 110 deste Código, regula-se pelo máximo da pena privativa de liberdade cominada ao crime, verificando-se: I -em vinte anos, se o máximo da pena é superior a doze; II -em dezesseis anos, se o máximo da pena é superior a oito anos e não excede a doze; III -em doze anos, se o máximo da pena é superior a quatro anos e não excede a oito;IV -em oito anos, se o máximo da pena é superior a dois anos e não excede a quatro; V -em quatro anos, se o máximo da pena é igual a um ano ou, sendo superior, não excede a dois; VI -em 3 (três) anos, se o máximo da pena é inferior a 1 (um) ano."
0,"*João Paulo Martinelli, advogado, professor do IBMEC-SP, mestre e doutor em Direito (USP), com pós-doutoramento na Universidade de Coimbra"
0,"O termo equidade está associado à igualdade e à justiça, ou à disposição para reconhecer com imparcialidade o direito de cada indivíduo. No Brasil, para a vacinação da Covid-19, foi utilizado o requisito da letalidade para a ministração de doses. Nesse requisito, aplica-se o princípio da equidade, observando o binômio necessidade-possibilidade (até mesmo em razão do restrito número de doses disponíveis para o primeiro momento de vacinação)."
0,"Quatro julgamentos do Supremo Tribunal Federal (STF) estão hoje paralisados por pedidos de vista (mais tempo para análise) do ministro Kassio Nunes Marques. O mais recente deles a ser suspenso pelo ministro é o que discute se o ex-juiz federal Sérgio Moro atuou com parcialidade ao condenar o ex-presidente Luiz Inácio Lula da Silva por corrupção passiva e lavagem de dinheiro na ação penal do triplex do Guarujá. O placar do julgamento está empatado em 2 a 2, faltando apenas o voto do magistrado - a ministra Cármen Lúcia, no entanto, avisou que vai se manifestar novamente no caso."
0,"*Atualizada às 18h22 de 13/03 com o resultado final do julgamento

O plenário do Supremo Tribunal Federal (STF) derrubou nesta sexta, 12,  a tese jurídica da chamada ‘legítima defesa da honra’. O julgamento foi realizado no plenário virtual, que permite aos ministros analisarem as ações e incluírem os votos no sistema digital sem a necessidade de reunião física ou por videoconferência. Todos os ministros seguiram o entendimento do relator, ministro Dias Toffoli, para abolir o uso do argumento."
0,"Pesquisa da IBM mostra que o Brasil é o país mais propenso a sofrer violações de segurança: o risco é de 43% em uma empresa brasileira sofrer um ataque, muito acima de países com cultura de segurança cibernética, como Alemanha (com 14%) e Austrália (17%). O prejuízo não é pequeno: a violação de dados causa prejuízo de R$ 5,88 milhões para as empresas brasileiras.  Ainda segundo a pesquisa, seis em cada 10 brasileiros afirmaram que já sofreram vazamentos de dados, ou conhecem alguém que já passou pela mesma situação."
0,"O Instituto dos Advogados Brasileiros (IAB) manifestou ‘apoio irrestrito’ à decisão da Ordem dos Advogados do Brasil de apresentar ao Supremo Tribunal Federal (STF) e à Procuradoria-Geral da República (PGR) um pedido de investigação sobre as responsabilidades, administrativa e criminal, do presente Jair Bolsonaro, do ministro da Saúde, Eduardo Pazuello, e demais autoridades sobre ‘ações e omissões’ no combate à pandemia da covid-19."
0,"Isso porque a Constituição da República consagrou o princípio da solidariedade familiar, que determina que aqueles provenientes de uma mesma entidade familiar devem ser solidários entre si, se assistindo mutuamente."
0,"O cinema como é conhecido atualmente é bem diferente de quando foi realizada a primeira projeção de imagens pelos irmãos Louis e Auguste Lumière em 1895, na cidade de Paris. O público pagou para ver o cinematógrafo em ação com o filme Arrivée d’un train em gare à La Ciotat (Chegada de um trem à estação da Ciotat), com menos de 60 segundos e o registro da chegada de um trem na estação e o desembarque dos passageiros."
0,"A Polícia Federal deflagrou na manhã desta quinta, 11, a Operação Ossobuco para investigar indícios de direcionamento e superfaturamento em contratos firmados com empresas responsáveis pelo fornecimento de materiais de neurocirurgia e ortopedia a hospitais federais sediados no Rio de Janeiro."
0,"A necessidade de negociação sindical antes de demissões coletivas é objeto de debates e incertezas no Brasil. Antes da reforma trabalhista (Lei 13.467/2017), não havia norma a respeito do tema, mas os Tribunais Trabalhistas acabaram por definir as regras aplicadas aos casos concretos."
0,"A questão de cunho jurídico, nesta altura, está parecendo um jogo de xadrez, com movimentações pensadas, repensadas, feitas em momentos mais oportunos ou menos oportunos, vezes atacando o oponente, vezes defendendo a sua própria posição, enfim, um jogo aparentemente calculado, com exposição de alguns membros do STF, que notoriamente se batem por suas convicções mais do que pelo Direito."
0,"O ministro Gilmar Mendes, do Supremo Tribunal Federal (STF) desmentiu, na noite de quarta-feira, 10, e chamou de “fake news” uma sequência de publicações feitas pelo ministro das Relações Exteriores, Ernesto Araújo, no Twitter, sobre a condução da pandemia no Brasil."
0,"A pandemia mudou o eixo do mundo, a lógica das coisas e os nossos hábitos. Nossa rotina foi alterada na tentativa de se preservar a vida e conter a transmissão de um vírus desconhecido. A Covid, por outro lado, abriu feridas sociais e deixou em evidencia a invisibilidade das pessoas com deficiência, algo que não é meramente novo pra elas. Se antes já haviam barreiras, elas foram reforçadas."
0,"No último dia 22/02/2021 foi publicado o Ofício Circular CVM/SIN 02/2021 (“Ofício”) pela Comissão de Valores Mobiliários (“CVM”). O documento traz orientações sobre pilares básicos que devem compor as atividades de compliance dos administradores e gestores de carteiras, e elementos mínimos que devem compor o Relatório de Conformidade (“Relatório”), conforme previsto nos artigos 19 a 22 da Instrução CVM n° 558 (“ICVM 558”)."
0,"Foram precisos 70 anos de história na Faculdade de Direito do Largo São Francisco (USP), uma das primeiras faculdades de ensino jurídico do nosso país, para ver o primeiro nome feminino na lista de formandos. As listas com os nomes dos antigos alunos no site da Fundação Arcadas pareciam infindáveis quando li “Maria”. O ano era 1901."
0,“Percebe-se que o estudante superou certo nível no xadrez quando passa a cogitar pequenos deslocamentos da torre” – Marco Antônio Barbosa
0,"Nos últimos 25 anos, um número crescente de estudos tem destacado a importância da inclusão financeira para o desenvolvimento econômico. O acesso limitado ao sistema financeiro reduz a capacidade de famílias e pequenas empresas de gerenciarem fluxos de renda, estoques de riqueza e alavancarem gastos através de crédito. A redução do grau de exclusão financeira reduz a desigualdade, aumenta o bem estar dos indivíduos e promove o crescimento econômico."
0,"Até onde vai a liberdade de expressão dos parlamentares federais? Qual a dosagem a ser concedida ao legislador para que desempenhe sua função? Qual a limitação espacial? Responder a esses questionamentos não é simples, existe uma linha tênue entre imunidade e impunidade."
0,"A Organização dos Estados Americanos – OEA através de seus organismos de defesa e promoção de Direitos Humanos nas Américas é um importante marco no aprimoramento do Sistema de Justiça, em países cujas sociedades civis foram fragmentadas pelo ciclo de autoritarismo e o neoliberalismo. A origem da Justiça nesses países, em sua maioria, está impregnada por um recorte elitista, que internamente tem sido minorado pela política de acesso, que permite o ingresso de pessoas provindas de outros extratos sociais, e externamente pelos novos atores que atuam no sistema de justiça, como as Organizações não Governamentais – ONGs, que participam de litígios estratégicos no judiciário local e nos foros internacionais."
0,"As bases da Lei Geral de Proteção de Dados baseiam-se na interpretação do direito em relação à privacidade dos dados pessoais, que passa a ser um direito fundamental do cidadão. Tecnicamente são 10 bases legais que devem ser observadas: o consentimento, o cumprimento da obrigação Legal ou Regulatória, a proteção de crédito, a execução de contratos, os interesses legítimos do controlador e/ou de terceiros, a tutela ou saúde, a administração pública, para a execução de políticas públicas, o estudo por órgão de pesquisas, a proteção da vida de titular ou de terceiros e o exercício regular de diretos em processo judicial, administrativo ou arbitral."
0,Mas este não é o único benefício fiscal que pode decorrer de uma mudança de residência. A mudança de residência também pode abrir espaço para um planejamento patrimonial e para eventual antecipação da herança.
0,"Com tantas visões negativas do erro dentro do ambiente corporativo, inovações, oportunidades, ideias e contribuições que os colaboradores poderiam trazer para alavancar os resultados se tornam pensamentos podados pelo medo de errar. E aí entra a importância de fomentar a segurança psicológica dentro dos negócios. De acordo com dados de uma pesquisa realizada pela Gallup, apenas 3 em cada 10 funcionários concordam que suas opiniões contam no trabalho. Ainda segundo a pesquisa, se esse número fosse de 6 em cada 10 funcionários, as organizações poderiam atingir uma redução de rotatividade em 25%, 40% de redução em incidentes do trabalho e 12% de aumento de produtividade."
0,"BRASÍLIA – Deputados e senadores indicaram quase R$ 2 bilhões em emendas parlamentares para repasse direto a Estados e municípios neste ano, sem intermediação dos ministérios nem pente-fino do Tribunal de Contas da União (TCU). O volume das chamadas emendas sem carimbo é três vezes maior do que o indicado em 2020, quando foram pagas pela primeira vez."
0,"O Plenário do STF decidirá amanhã, no âmbito da PET-9456 ajuizada pela Procuradoria-Geral da República, se receberá ou não a denúncia correspondente ao Deputado Daniel Silveira, preso em flagrante de crime inafiançável."
0,"Em 2021, os beneficiários de planos de saúde acumularam mais uma preocupação: o reajuste em meio à crise causada pela pandemia. Após meses de suspensão, o aumento voltou a valer. A inflação médica disparou, impactando no preço das mensalidades, e reaqueceu a discussão sobre o alto custo da saúde no país. Hoje, segundo a ANS, 47,3 milhões de beneficiários de plano de saúde no Brasil, isso corresponde a 22,5% da população que sente o reflexo desse aumento no bolso. Em média, o plano de saúde compromete 4% do orçamento das famílias. Nas empresas que oferecem como benefício a funcionários, os gastos com saúde só perdem para os com a folha de pagamento. Com o aumento do desemprego e a dificuldade em arcar com planos individuais, muitos brasileiros da classe média estão recorrendo ao SUS, que mesmo antes da pandemia já sofria com a alta demanda."
0,"A taxa Selic, principal medidor da inflação no Brasil, continua mantida pelo Comitê de Política Monetária (Copom) a 2% ao ano, o menor índice da história. Um dos impactos desse cenário no bolso do brasileiro ocorre na hora de recorrer aos bancos para fazer um financiamento. As taxas de juros tornam-se mais atrativas ao consumidor à medida em que a Selic diminui."
0,1) Como podemos definir o termo volatilidade para as pessoas que estão iniciando no mercado financeiro?
0,"Em agosto de 2018 a Pfizer, uma das maiores indústrias farmacêuticas do mundo, anunciou ao mercado uma parceria com a até então pouco conhecida BioNTech, especializada em pesquisas de medicamentos para tratamento de câncer e doenças infecciosas. O foco da parceria era o desenvolvimento de vacinas para a influenza com uso da tecnologia do RNA mensageiro."
0,"Nos fenômenos políticos brasileiros dos últimos 20 anos Luiz Inácio Lula da Silva e Jair Messias Bolsonaro exibem uma importante característica em comum: foram vendedores de esperanças frustradas. As diferenças ideológicas e de estilo entre eles empalidecem diante do fato de que assumiram prometendo grandes transformações e acabaram governando com a mesma massa amorfa de forças políticas empenhadas em acomodar interesses setoriais, cartoriais, corporativistas e regionais às custas dos cofres públicos ou de pedaços da máquina pública – plus/minus a roubalheira petista."
0,"O presidente Jair Bolsonaro exonerou Fábio Wajngarten do cargo de Secretário Especial de Comunicação Social do Ministério das Comunicações. A demissão foi oficializada em edição do Diário Oficial da União (DOU) na madrugada desta quinta-feira, 11."
0,"BRASÍLIA – O chanceler Ernesto Araújo disse nesta quarta-feira, dia 9, com uma expressão em inglês, que o Brasil não é um território de propriedade do ex-presidente Luiz Inácio Lula da Silva (PT). “Aqui não é Lulaland (terra de Lula), aqui é Brasil”, escreveu o ministro das Relações Exteriores, no Twitter. Ele associou o petista a crimes como terrorismo e corrupção e o ausou de trabalhar contra interesses do País."
0,"Embora o posicionamento do ministro Gilmar Mendes, do Supremo Tribunal Federal (STF), no julgamento sobre a suspeição do ex-juiz Sérgio Moro não tenha sido uma surpresa, o teor do voto ainda repercute no meio jurídico."
0,"Mesmo sub-representadas na Câmara dos Deputados (15% das 513 cadeiras), as mulheres têm, em média, produção parlamentar mais efetiva do que os colegas homens. Levantamento do Observatório do Legislativo Brasileiro (OLB), da Universidade Estadual do Rio de Janeiro (UERJ), aponta que esta é uma tendência desde o final da década de 1980, mas, nos últimos dois anos, ganhou destaque."
0,"1 – Em vez de tornar viável a substituição do presidente da República por alguém que compre vacinas para imunizar o povo e convença os cidadãos a ficarem em casa, o STF se reuniu para limpar a ficha do petista, que nomeou grande parte deles. 2 – Fachin anulou 4 processos em que o réu-mor do mensalão foi condenado. 3 – Gilmar dedicou-se à condenação de Moro, que o apenou e de cuja popularidade sente óbvia inveja. 3 – Lewandowski desconheceu milhões devolvidos por corruptos no voto em que definiu o juiz da Lava Jato como arbitrário e parcial. 4 – O “excelso pretório” agiu como um penico sem tampa. Direto ao assunto. Inté. E só a verdade nos salvará."
0,"Nesta quarta, 10, Bia Kicis foi eleita presidente da Câmara de Constituição e Justiça (CCJ) da Câmara dos Deputados. A deputada é alvo de um inquérito no STF sob suspeita de organizar atos antidemocráticos no ano passado e, neste fim de semana, teve um vídeo retirado do Youtube por desinformar sobre a covid-19."
0,"BRASÍLIA – Visivelmente irritado, o deputado Eduardo Bolsonaro (PSL-SP) mandou a população brasileira enfiar as máscaras de proteção contra a covid-19 “no rabo”. Em uma aparição ao vivo que fez em seu perfil pelo Instagram, o filho “03” de Bolsonaro criticou o uso do principal item de proteção contra a contaminação do vírus que, dia após dia, causa recordes de mortes no País."
0,"RIO – Ao pedir que o Superior Tribunal de Justiça (STJ) retome julgamento que pode lhe dar liberdade, a defesa de Fabrício Queiroz citou a decisão do ministro Edson Fachin, do Supremo Tribunal Federal (STF), que beneficiou o ex-presidente Luiz Inácio Lula da Silva. O argumento é de que, assim como a Justiça Federal em Curitiba não tinha competência naquele caso, o juiz de primeira instância do Rio que autorizou a prisão preventiva de Queiroz e sua mulher, Márcia Oliveira de Aguiar, também não o tem."
0,"BRASÍLIA – Com a atuação direta do Centrão e articulações do presidente da Câmara, Arthur Lira (Progressistas-AL), o governo conseguiu colocar seus aliados nas principais comissões da Casa. Na prática, isso significa poder para o Palácio do Planalto pautar os projetos que quiser ou segurar propostas que não lhe agradem."
0,"BRASÍLIA – O presidente Jair Bolsonaro rebateu nesta quarta-feira, 10, as críticas que o ex-presidente Luiz Inácio Lula da Silva fez mais cedo, e afirmou que o petista já está em campanha eleitoral. As críticas ocorreram no primeiro pronunciamento de Lula após suas condenações na Lava Jato serem anuladas pelo ministro Edson Fachin, do Supremo Tribunal Federal (STF), o que o tornou apto a se candidatar novamente."
0,"A ministra Rosa Weber, do Supremo Tribunal Federal (STF), determinou que a o governo federal assuma o custeio dos leitos de Unidade de Terapia Intensiva (UTI) para pacientes com covid-19 no Rio Grande do Sul."
0,"A Proposta de Emenda à Constituição 186, a chamada ‘PEC Emergencial’, tem dado dor de cabeça ao governo Jair Bolsonaro. Além da crise aberta com as Forças de Segurança, que se sentiram preteridas ao realizarem que não seriam poupadas pelo Planalto do congelamento de salários previsto no texto, a cúpula da Receita Federal chegou a ensaiar um pedido de demissão coletivo."
0,"Um dia depois de sofrer ataque sem precedentes do ministro Gilmar Mendes, do Supremo Tribunal Federal (STF), a Lava Jato Rio demonstrou não ter sentido o golpe e nesta quarta-feira, 10, anunciou nova denúncia contra antigos caciques do MDB por suposto esquema de propina nas obras da Usina Nuclear de Angra 3. Desta vez, os alvos são os ex-senadores Edison Lobão (MDB-MA) e Romero Jucá (MDB-RR), acusados de receber vantagens indevidas que, somadas, chegam a R$ 9,2 milhões e R$ 1,3 milhão, respectivamente."
0,"É falso que o município de Rancho Queimado, em Santa Catarina, não tenha nenhum registrado óbito por covid-19. A afirmação enganosa foi dita por um homem em vídeo que circula nas redes sociais para promover o tratamento precoce contra o novo coronavírus, grupo de medicamentos que já foi considerado ineficaz pela comunidade científica mundial. Leitores solicitaram a checagem deste conteúdo pelo WhatsApp do Estadão Verifica, 11 97683-7490."
0,"Num movimento ensaiado para ser espetacular e causar surpresas, o ministro Edson Fachin – no contorcionismo jurídico que apresentou na segunda passada – pareceu sofrer câimbras e estiramentos musculares."
0,"Pressionado pelo avanço da covid-19 e críticas sobre a omissão do governo federal na distribuição de vacinas, o presidente Jair Bolsonaro mudou radicalmente sua conduta e usou máscara em evento no Palácio do Planalto nesta quarta-feira, 10, no qual sancionou um projeto para facilitar a compra de mais vacinas. Desde o começo da pandemia, Bolsonaro tem minimizado a doença, desestimulado o uso da proteção e o distanciamento social e rejeitado propostas de compra de imunizantes."
0,"A hipótese de o ex-presidente Luiz Inácio Lula da Silva ser candidato nas próximas eleições pode afetar significativamente a disputa, mas é importante fazer uma “ressalva cautelar”: temos cerca de um ano e meio antes da corrida eleitoral. Até outubro de 2022, claro, muita coisa pode mudar. A mesma ressalva vale para uma primeira análise sobre o impacto de o ex-juiz Sergio Moro ser declarado suspeito na ação do triplex de Lula, julgamento suspenso na Segunda Turma do STF, na terça-feira (9), após pedido de vista de Nunes Marques. Dito isso, temos os seguintes cenários a partir dos principais fatos ocorridos nesta semana:"
0,"No primeiro capítulo da batalha judicial travada com a vizinha Alessandra Maluf, o governador de São Paulo, João Doria (PSDB), saiu ganhando. A Justiça negou baixar uma ordem para que o tucano remova das redes sociais a publicação em ela é citada nominalmente como autora do vídeo que atribuiu a João Doria Neto, o Johnny, uma ‘festa com música ao vivo’ na noite da última sexta-feira, 5, quando o Estado estava prestes a voltar para a fase mais restritiva do plano de combate ao novo coronavírus."
0,"A vereadora Erika Hilton (PSOL) encaminhou ofício nesta quarta, 10, à Prefeitura de São Paulo informando que disponibiliza R$ 1 milhão de suas emendas parlamentares para a compra de vacinas pelo executivo municipal. A medida foi anunciada às vésperas da votação na Câmara de Vereadores, que decide hoje se autoriza a capital a ingressar no consórcio de municípios que pretende adquirir doses do imunizante contra a covid."
0,"Intensificam-se, diariamente, novos métodos de interação social na internet, com dinâmica bilateral ou por meio de grupos, de forma privada ou pública, com evidências de significativo poder de disseminação de opiniões, relatos, fatos, dados, fotos, mídias, em síntese: Informações."
0,"O ministro Alexandre de Moraes, do Supremo Tribunal Federal, deu 15 dias para que o deputado bolsonarista Daniel Silveira (PSL-RJ) apresente defesa preliminar no caso em que foi denunciado por grave ameaça e incitação de animosidade entre o tribunal e as Forças Armadas. No despacho datado desta quarta, 10, Alexandre registrou que o prazo para apresentação de sua defesa preliminar terminou no último dia 5, mas o ministro concedeu a devolução do prazo ‘em homenagem ao princípio da ampla defesa e do contraditório’."
0,"Embora o posicionamento do ministro Gilmar Mendes, do Supremo Tribunal Federal (STF), no julgamento sobre a suspeição do ex-juiz Sérgio Moro não tenha sido uma surpresa, o teor voto ainda repercute no meio jurídico."
0,"Dois dias depois da anulação das condenações de Luiz Inácio Lula da Silva, por decisão do ministro Edson Fachin, os bolsonaristas ainda buscam uma estratégia para responder à provável entrada do petista na disputa de 2022. Até então, o grupo se preocupava em neutralizar os possíveis candidatos de centro, como os governadores João Doria e Eduardo Leite, além de monitorar atentamente nomes como os de Luciano Huck e Sérgio Moro. A volta de Lula não estava no script dos bolsonaristas e preocupa pela sua possível densidade eleitoral"
0,"A Advocacia-Geral da União encaminhou nesta terça, 9, ao ministro Marco Aurélio Mello, do Supremo Tribunal Federal, um pedido de reconsideração para que uma queixa-crime apresentada pelo governador do Maranhão, Flávio Dino (PC do B), contra o presidente Jair Bolsonaro seja analisada pelo Plenário da corte. Relator da petição em que Dino acusa Bolsonaro do crime de calúnia, Marco Aurélio havia encaminhado o caso à Câmara dos Deputados."
0,"Com quase uma hora e meia de discurso em tom de campanha, o ex-presidente Luiz Inácio Lula da Silva fez sua volta ao cenário político nacional escancarando as falhas apresentadas pelo governo Bolsonaro, especialmente no combate à pandemia do coronavírus. Apesar do tom, Lula preferiu não assumir abertamente a candidatura para 2022. Mas é apenas estratégia. Porque o ex-presidente colocou o bloco na rua mirando a fragilidade administrativa demonstrada por Bolsonaro."
0,"O Conselho de Diretores da Associação Nacional dos Delegados da Polícia Federal (ADPF) enviou nesta quarta-feira, 10, um ofício aos superintendentes regionais da corporação para tentar articular oposição ao texto da Proposta de Emenda à Constituição 186, a ‘PEC Emergencial’."
0,"O advogado e professor de direito Salo de Carvalho explica que a decisão do ministro Edson Fachin, do Supremo Tribunal Federal (STF), de anular os processos envolvendo o ex-presidente Luiz Inácio Lula da Silva (PT) que tramitaram em Curitiba, pode ter impactos severos e devolver as ações contra o petista ao início. Mas a iniciativa, que também transferiu os feitos para a Justiça Federal de Brasília, pode, diz ele, ajudar a preservar a imagem do ex-juiz Sérgio Moro. Ele foi responsável pelos casos envolvendo a Lava Jato em Curitiba até 2018 e tem sua suspeição arguida pela defesa de Lula, que acusa o ex-magistrado de parcialidade. A decisão monocrática de Fachin ainda precisa passar pelo crivo do plenário do Supremo."
0,"Em meio a recordes de internação por covid-19 em São Paulo e com o todo Estado na fase mais rígida de restrições por conta do novo coronavírus, o procurador-geral de Justiça de São Paulo, Mário Sarrubbo, considera que é ‘não há mais espaço para política e negacionismo’, alertando que só um ‘isolamento social dos mais rígidos’ será suficiente em meio recrudescimento da pandemia."
0,"Muitos pedem otimismo. É a metade do copo cheio que deve prevalecer, não a metade vazia. É impossível não enxergar os desafios postos a qualquer pessoa viva neste março de 2021. Há quem necessite de psicoterapia. Mas é possível encontrar dentro de si, instrumentos propiciadores de um treinamento autógeno."
0,"O Ministério Público Federal (MPF) deu o primeiro passo na ofensiva jurídica prometida no final de fevereiro pelo procurador-geral da República, Augusto Aras, contra o inquérito aberto no Superior Tribunal de Justiça (STJ) para investigar procuradores que integravam a força-tarefa da Operação Lava Jato."
0,"Ainda é grande o número de mulheres que desempenham um papel “invisível” nos negócios familiares, trabalhando nos bastidores em funções administrativas, como assessoras e moderadoras informais ou se concentrando exclusivamente na administração de suas famílias. Elas também, em muitos casos, seguem preteridas na sucessão do comando da empresa pelos irmãos, enfrentam desconfianças de clientes e do mercado quando ocupam posições tradicionalmente entendidas como “trabalho de homem” e muitas vezes precisam desistir do trabalho para conseguir atender os cuidados dos filhos."
0,"Brasília – Aliada do presidente Jair Bolsonaro, a deputada Bia Kicis (PSL-DF) foi eleita presidente da Comissão de Constituição e Justiça (CCJ) nesta quarta-feira, 10, por 41 votos a favor e 19 contra. A confirmação foi apenas uma formalização, uma vez que líderes de partidos já haviam concordado em dar ao PSL, a segunda maior bancada, o comando do principal colegiado da Casa. Mesmo assim, houve tumulto na sessão."
0,"Um aviso sobre a coleta de lixo durante a pandemia de covid-19 circula fora de contexto nas redes sociais. Uma postagem que viralizou no Facebook indica que os resíduos de pessoas contaminadas pelo novo coronavírus sejam descartados em um saco amarrado com fita vermelha, que deve ser desinfetado. Embora essa prática seja recomendada pelos serviços de limpeza de alguns municípios, ela não é adotada em todo o País. Em São Paulo, por exemplo, a Amlurb orienta apenas a ensacar o lixo contaminado duas vezes."
0,"Apto a disputar as eleições de 2022 após ter suas condenações anuladas pela Justiça, o ex-presidente Luiz Inácio Lula da Silva (PT) fez de seu primeiro pronunciamento nesta quarta, 10, um recado ao ""mercado"", à classe política e ao ex-juiz Sérgio Moro. Ao longo de duas horas, o petista afirmou que está ""livre da Operação Lava Jato"" e que vai procurar políticos  não só da esquerda, mas também do centro, em busca de uma ""solução"" para a atual crise. Com o cuidado de não se declarar candidato, apesar do discurso de campanha, Lula disse que deve conversar com empresários e ressaltou que, quando presidente, ganhou a fama de conciliador. Durante a fala, ainda fez um apelo: ""Não tenham medo de mim""."
0,"Aliás, essa é a mensagem deste breve artigo: temos como abaixar a conta de luz sem prejudicar a sustentabilidade do setor de distribuição de energia elétrica, nem tampouco inviabilizar a geração distribuída de energia solar no país."
0,"Um dia após os ministros da Segunda Turma se dividirem no julgamento sobre a suspeição do ex-juiz Sérgio Moro nas ações penais contra o ex-presidente Lula (PT), o Plenário do Supremo Tribunal Federal retoma sua rotina nesta quarta-feira, 10, para mais uma sessão virtual. Na pauta, três ações contra a lei federal 13.188/2015, que dispõe sobre o direito de resposta em meios de comunicação social."
0,"Nas últimas décadas, o Direito Empresarial tem se revitalizado, cada vez mais sustentado sobre princípios peculiares e uma teoria geral que lhe é própria, afastando-se de ideias excessivamente protecionistas, com o reforço da necessidade de respeito aos pactos. Ainda que não seja possível listar, de ponta a ponta, os responsáveis por esse movimento, é certo que o professor Manoel de Queiroz Pereira Calças lideraria a lista."
0,"Henrique Zeferino de Menezes, Doutor em Ciência Política (Unicamp), Professor adjunto do Departamento de Relações Internacionais e do Programa de Pós-graduação em Ciência Política e Relações Internacionais da Universidade Federal da Paraíba"
0,Muitos devem estar a perguntar o que é incompetência? Para entender o que vem a ser incompetência devemos esclarecer o que é competência. Competência é a delimitação da jurisdição: o que é essa tal jurisdição?
0,"O estudo revelou que o risco geral de câncer de mama em pessoas trans permanece baixo e, portanto, parece suficiente que pessoas transgênero sigam as diretrizes de triagem, iguais às indicadas para pessoas cisgênero."
0,"Após o ministro Edson Fachin, do Supremo Tribunal Federal, anular todas as condenações do ex-presidente Luiz Inácio Lula da Silva no âmbito da Operação Lava Jato, a Segunda Turma da corte retomou a discussão sobre a suspeição do ex-juiz Sérgio Moro na condução do processo que resultou na primeira sentença do petista, o do caso do triplex. Advogados consultados pelo Estadão explicam as diferenças entre os alcances que as decisões do Supremo podem ter sobre as ações do petista, apontando que a principal delas está relacionada às provas e atos produzidos no âmbito dos processos."
0,"BRASÍLIA - O tempo virou um novo fator na complexa equação que envolve a suspeição do ex-juiz federal Sérgio Moro, o destino da Lava Jato, a correlação de forças dentro do Supremo Tribunal Federal (STF), as condenações impostas ao ex-presidente Luiz Inácio Lula da Silva, em especial a sua situação jurídica, e a prescrição das provas coletadas contra o petista."
0,"Por serem liberadas praias, bares e restaurantes, salas de aulas são fechadas. Por se desmontarem os hospitais de campanha, salas de aulas têm as luzes apagadas. As academias onde se estimulam os músculos ficaram mais importante que as academias que estimulam o cérebro. Há algo de muito errado em tudo isso."
